generation,best_score,best_f_score,best_spread,best_mf,best_dcv,average_population_score,population_diversity,best_seed_set,zero_covered_groups_count,bottom_3_avg_group_spread,fraction_groups_covered,weakest_groups_note
0,-0.017631313131313147,-0.017631313131313147,4.4,0.007666666666666666,0.04292929292929296,-0.08094380894830257,0.9086580086580087,"[134, 331, 434, 56]",0,1.4666666666666668,1.0,"1,0,2"
1,-0.017631313131313147,-0.017631313131313147,4.4,0.007666666666666666,0.04292929292929296,-0.04778330064741713,0.8976911976911978,"[134, 331, 434, 56]",0,1.4666666666666668,1.0,"1,0,2"
2,-0.0161185567010309,-0.0161185567010309,4.85,0.009000000000000001,0.0412371134020618,-0.020057226688447834,0.8523809523809525,"[264, 292, 331, 471]",0,1.6166666666666665,1.0,"1,0,2"
3,-0.012192726231386009,-0.012192726231386009,4.85,0.008833333333333334,0.03321878579610535,-0.01886580936578123,0.841125541125541,"[13, 292, 342, 465]",0,1.6166666666666665,1.0,"1,0,2"
4,-0.012192726231386009,-0.012192726231386009,4.85,0.008833333333333334,0.03321878579610535,-0.018626860739735823,0.8324675324675325,"[13, 292, 342, 465]",0,1.6166666666666665,1.0,"1,0,2"
5,-0.012192726231386009,-0.012192726231386009,4.85,0.008833333333333334,0.03321878579610535,-0.018207818873711465,0.8184704184704186,"[13, 292, 342, 465]",0,1.6166666666666665,1.0,"1,0,2"
6,-0.012192726231386009,-0.012192726231386009,4.85,0.008833333333333334,0.03321878579610535,-0.017688257316106428,0.7978354978354979,"[13, 292, 342, 465]",0,1.6166666666666665,1.0,"1,0,2"
7,-0.012192726231386009,-0.012192726231386009,4.85,0.008833333333333334,0.03321878579610535,-0.017519381426037272,0.8082251082251082,"[13, 292, 342, 465]",0,1.6166666666666665,1.0,"1,0,2"
8,-0.012192726231386009,-0.012192726231386009,4.85,0.008833333333333334,0.03321878579610535,-0.017410424590472533,0.8082251082251083,"[13, 292, 342, 465]",0,1.6166666666666665,1.0,"1,0,2"
9,-0.012192726231386009,-0.012192726231386009,4.85,0.008833333333333334,0.03321878579610535,-0.017067395003131064,0.8111111111111111,"[13, 292, 342, 465]",0,1.6166666666666665,1.0,"1,0,2"
