generation,best_score,best_f_score,best_spread,best_mf,best_dcv,average_population_score,population_diversity,best_seed_set,zero_covered_groups_count,bottom_3_avg_group_spread,fraction_groups_covered,weakest_groups_note
0,-0.014636473429951665,-0.014636473429951665,4.6,0.008166666666666668,0.03743961352657,-0.02117165632303573,0.8757575757575758,"[11, 265, 358, 439]",0,1.5333333333333332,1.0,"1,0,2"
1,-0.014636473429951665,-0.014636473429951665,4.6,0.008166666666666668,0.03743961352657,-0.018764746712890436,0.8580086580086581,"[11, 411, 448, 9]",0,1.5333333333333332,1.0,"1,0,2"
2,-0.014636473429951665,-0.014636473429951665,4.6,0.008166666666666668,0.03743961352657,-0.018030835148441688,0.8015873015873016,"[209, 411, 439, 9]",0,1.5333333333333332,1.0,"1,0,2"
3,-0.014636473429951665,-0.014636473429951665,4.6,0.008166666666666668,0.03743961352657,-0.017434974435281563,0.8559884559884561,"[209, 411, 439, 9]",0,1.5333333333333332,1.0,"1,0,2"
4,-0.014636473429951665,-0.014636473429951665,4.6,0.008166666666666668,0.03743961352657,-0.017308002262815984,0.855988455988456,"[209, 411, 439, 9]",0,1.5333333333333332,1.0,"1,0,2"
5,-0.014636473429951665,-0.014636473429951665,4.6,0.008166666666666668,0.03743961352657,-0.017181030090350404,0.8502164502164502,"[209, 411, 439, 9]",0,1.5333333333333332,1.0,"1,0,2"
6,-0.014636473429951665,-0.014636473429951665,4.6,0.008166666666666668,0.03743961352657,-0.017181030090350404,0.8502164502164502,"[209, 411, 439, 9]",0,1.5333333333333332,1.0,"1,0,2"
7,-0.014636473429951665,-0.014636473429951665,4.6,0.008166666666666668,0.03743961352657,-0.01688954813725979,0.863924963924964,"[209, 411, 439, 9]",0,1.5333333333333332,1.0,"1,0,2"
8,-0.014636473429951665,-0.014636473429951665,4.6,0.008166666666666668,0.03743961352657,-0.0165833201462492,0.854834054834055,"[209, 411, 439, 9]",0,1.5333333333333332,1.0,"1,0,2"
9,-0.014636473429951665,-0.014636473429951665,4.6,0.008166666666666668,0.03743961352657,-0.0165833201462492,0.854834054834055,"[209, 411, 439, 9]",0,1.5333333333333332,1.0,"1,0,2"
