generation,best_score,best_f_score,best_spread,best_mf,best_dcv,average_population_score,population_diversity,best_seed_set,zero_covered_groups_count,bottom_3_avg_group_spread,fraction_groups_covered,weakest_groups_note
0,-0.01494922341696538,-0.01494922341696538,4.65,0.008333333333333333,0.03823178016726409,-0.05252828215683075,0.8595959595959596,"[169, 203, 330, 483]",0,1.55,1.0,"1,0,2"
1,-0.01494922341696538,-0.01494922341696538,4.65,0.008333333333333333,0.03823178016726409,-0.023359588378429403,0.8707070707070708,"[169, 203, 330, 483]",0,1.55,1.0,"1,0,2"
2,-0.01494922341696538,-0.01494922341696538,4.65,0.008333333333333333,0.03823178016726409,-0.020476561280048544,0.8896103896103896,"[169, 203, 330, 483]",0,1.55,1.0,"1,0,2"
3,-0.01494922341696538,-0.01494922341696538,4.65,0.008333333333333333,0.03823178016726409,-0.0183761801941083,0.8643578643578644,"[169, 203, 330, 483]",0,1.55,1.0,"1,0,2"
4,-0.01494922341696538,-0.01494922341696538,4.65,0.008333333333333333,0.03823178016726409,-0.017626241726303147,0.8444444444444444,"[169, 203, 330, 483]",0,1.55,1.0,"1,0,2"
5,-0.01494922341696538,-0.01494922341696538,4.65,0.008333333333333333,0.03823178016726409,-0.017397381605571208,0.8682539682539684,"[169, 203, 330, 483]",0,1.55,1.0,"1,0,2"
6,-0.01494922341696538,-0.01494922341696538,4.65,0.008333333333333333,0.03823178016726409,-0.017378783631166603,0.8838383838383839,"[169, 203, 330, 483]",0,1.55,1.0,"1,0,2"
7,-0.01494922341696538,-0.01494922341696538,4.65,0.008333333333333333,0.03823178016726409,-0.017332286046625543,0.8607503607503608,"[169, 203, 330, 483]",0,1.55,1.0,"1,0,2"
8,-0.014847222222222227,-0.014847222222222227,4.8,0.008499999999999999,0.038194444444444454,-0.01677795058034309,0.8614718614718614,"[203, 327, 430, 9]",0,1.5999999999999999,1.0,"1,0,2"
9,-0.014847222222222227,-0.014847222222222227,4.8,0.008499999999999999,0.038194444444444454,-0.01677795058034309,0.8614718614718614,"[203, 327, 430, 9]",0,1.5999999999999999,1.0,"1,0,2"
