node_id,embedding_0,embedding_1,embedding_2,embedding_3,embedding_4,embedding_5,embedding_6,embedding_7,embedding_8,embedding_9,embedding_10,embedding_11,embedding_12,embedding_13,embedding_14,embedding_15
0,0.40346625447273254,-0.012661293148994446,-0.5963406562805176,-0.33137428760528564,0.629673182964325,0.4403287172317505,-0.36989372968673706,0.3322207033634186,0.3332914412021637,-0.016704127192497253,-0.2122345119714737,-0.12493880093097687,0.6412724256515503,-0.2236958146095276,0.3492875099182129,-0.2177681028842926
1,0.4360833764076233,-0.20106986165046692,-0.3492318093776703,-0.31460872292518616,0.6715224385261536,0.37746745347976685,-0.4931991696357727,0.393909215927124,0.5100709199905396,0.06487176567316055,-0.07162639498710632,-0.27245187759399414,0.6757138967514038,-0.18657216429710388,0.08183331042528152,-0.5186681747436523
10,0.6626879572868347,-0.11677348613739014,0.4224366843700409,-0.25077563524246216,1.0653057098388672,0.12364575266838074,0.47637051343917847,0.7354274988174438,0.524017870426178,0.5393089056015015,-0.061552584171295166,-0.712760865688324,0.2798794209957123,0.2964392304420471,0.21381664276123047,0.24576157331466675
100,-0.1269015371799469,0.2601400315761566,0.23726417124271393,-0.07917208969593048,-0.5904172658920288,-0.3135906755924225,-0.30817484855651855,0.09182779490947723,-0.31950801610946655,0.31734102964401245,-0.3218609392642975,0.093581922352314,-0.19723305106163025,-0.3588525652885437,0.25760897994041443,0.3204951286315918
101,-0.5437381863594055,-0.3389182984828949,-0.041124701499938965,0.012522131204605103,0.35497429966926575,-0.13434740900993347,0.5568753480911255,-0.005052283406257629,-0.18650506436824799,0.409373939037323,0.4223654270172119,0.6227639317512512,-0.39638981223106384,0.4570379853248596,-0.11970605701208115,0.6465649604797363
102,-0.27567771077156067,-0.4352647066116333,-0.2822757065296173,0.06413353979587555,0.05560001730918884,-0.10677216202020645,0.5833104848861694,0.2565692365169525,0.2358843833208084,0.3151049017906189,-0.0889434665441513,-0.4798019826412201,0.14112485945224762,0.505702793598175,0.05488260090351105,0.0665803849697113
103,0.13275830447673798,-0.4197155833244324,-0.16909141838550568,0.2048189640045166,0.41116321086883545,-0.08094813674688339,0.12016443908214569,0.05045507103204727,0.2966424524784088,0.09575395286083221,0.38139888644218445,0.12598595023155212,-0.3275878131389618,0.16797345876693726,-0.6902138590812683,0.4134562015533447
104,0.046844348311424255,0.549680233001709,-0.012598298490047455,0.29187890887260437,-0.3576650619506836,-0.23284339904785156,0.34297290444374084,0.74981290102005,0.2069321721792221,0.4805360436439514,-0.04313196986913681,-0.4215967059135437,-0.31475764513015747,0.47757941484451294,0.5479655265808105,0.8014664053916931
105,-0.23110626637935638,-0.5212005376815796,-0.17010648548603058,0.030225582420825958,0.4098320007324219,0.11663787066936493,0.13211002945899963,0.03681599348783493,0.24151374399662018,0.1742756962776184,0.2838859558105469,0.19782644510269165,0.02224428951740265,0.17832812666893005,-0.23678098618984222,0.38190796971321106
106,-0.26759210228919983,-0.28531813621520996,-0.0029851198196411133,-0.1282617598772049,0.2013378143310547,0.21765734255313873,-0.03282702714204788,-0.45336246490478516,-0.25141653418540955,0.6068260669708252,0.44279709458351135,0.796708345413208,-0.30144762992858887,0.3167765140533447,-0.18336746096611023,0.41773727536201477
107,-0.22145947813987732,-0.4776041507720947,-0.41465455293655396,-0.2654104232788086,0.14629462361335754,-0.18387861549854279,0.2591090500354767,-0.169000506401062,0.11089721322059631,0.022279199212789536,0.5751948952674866,0.18959389626979828,-0.5267001390457153,0.35500550270080566,-0.9790014624595642,0.2994755804538727
108,0.24892134964466095,0.5080974102020264,0.4304143488407135,0.2703612148761749,-0.7426681518554688,-0.12763020396232605,-0.6719509959220886,0.3623688817024231,-0.2354903668165207,0.08305792510509491,-0.3065086901187897,0.03846299648284912,0.030394285917282104,-0.3199979066848755,0.3553805649280548,0.3813665509223938
109,-0.13197989761829376,0.42558684945106506,0.5043257474899292,0.04973959922790527,-0.8228147029876709,-0.3657901883125305,-0.41412585973739624,0.23758408427238464,-0.4413166344165802,0.23572582006454468,-0.36674442887306213,0.2555939853191376,0.05217014253139496,-0.49309229850769043,0.5650901794433594,0.20230303704738617
11,0.10435238480567932,-0.40739694237709045,-0.0385148823261261,-0.24320542812347412,0.7768943309783936,0.02400997281074524,0.216481551527977,0.2699064016342163,0.6414121985435486,0.6589905023574829,-0.09685853123664856,-0.5177392959594727,0.19102434813976288,-0.06208229064941406,0.2567552328109741,0.3996627628803253
110,-0.002005636692047119,0.5492185354232788,0.09006518125534058,0.2990439534187317,-0.3605746626853943,-0.17984376847743988,0.13719327747821808,0.54449862241745,0.0632154792547226,0.4570595622062683,0.1175002008676529,-0.19221022725105286,-0.27388954162597656,0.35334551334381104,0.5000324249267578,0.9030324816703796
111,-0.4724889099597931,-0.4374141991138458,0.023349612951278687,-0.015660598874092102,0.24169176816940308,-0.04428420960903168,0.5286929607391357,-0.1867125779390335,-0.26792091131210327,0.44992712140083313,0.3852006494998932,0.5491688251495361,-0.3284163773059845,0.608329176902771,0.12738607823848724,0.5143656730651855
112,-0.36138391494750977,-0.3311294615268707,-0.48711293935775757,0.048809394240379333,0.08247403800487518,-0.38207706809043884,0.3124847114086151,-0.3650142550468445,-0.01899579167366028,-0.21005797386169434,0.9088788032531738,0.3409690856933594,-0.4535665512084961,0.37539970874786377,-1.033287525177002,0.3297615349292755
113,-0.14767715334892273,0.2196941077709198,0.356219083070755,-0.3460960388183594,-0.5025909543037415,-0.11719261854887009,-0.3450199067592621,0.3401128053665161,-0.3040716350078583,0.5507156252861023,-0.6110183000564575,0.20140552520751953,-0.1875617504119873,-0.2515367567539215,0.23025350272655487,0.33627304434776306
114,-0.07773697376251221,-0.2877683639526367,-0.6008069515228271,-0.7087209820747375,-0.16336119174957275,-0.20496153831481934,-0.16573619842529297,-0.11009326577186584,0.44395574927330017,0.3552394509315491,0.20956887304782867,-0.5204576253890991,-0.8322353363037109,0.21238283812999725,-0.8435189127922058,0.004998654127120972
115,-0.09364134073257446,-0.10293284803628922,-0.2620796263217926,0.227977454662323,0.4921184480190277,-0.27480602264404297,0.44649770855903625,-0.01300322636961937,0.006762683391571045,0.08126009255647659,0.3063972592353821,0.23247498273849487,-0.6692957878112793,0.3847883343696594,-0.5396591424942017,0.6569597721099854
