node_id,ris_score,fair_ris_score,shortfall_gain,mf_gain_score,weakest_group_gain,community_diversity_score,spread_proxy_score,combined_fairness_gain,fairness_ris_score,label_score
10007042,0.25,0.14285714285714285,0.0,0.3333333333333333,0.3333333333333333,0.7877262443438914,0.062445485558383085,0.35036314,0.14285714285714285,0.3503631353378296
10046442,0.25,0.14285714285714285,0.0,0.3333333333333333,0.3333333333333333,0.7877262443438914,0.09414375439655992,0.3526637,0.14285714285714285,0.35266369581222534
10074432,0.0,0.0,0.0,0.0,0.0,0.6672872340425532,0.0070528136484292875,0.081214175,0.0,0.08121417462825775
10077242,0.0,0.0,0.0,0.0,0.0,0.7256578947368421,0.01313883289177845,0.0887164,0.0,0.08871640264987946
10093672,0.0,0.0,0.0,0.0,0.0,0.0,0.0005372337184621251,2.6083522e-05,0.0,2.608352224342525e-05
10104672,0.0,0.0,0.0,0.0,0.0,0.0,0.0037304179281113896,0.0002578325,0.0,0.0002578324929345399
10107362,0.0,0.0,0.0,0.0,0.0,0.0,0.0006424420844577726,3.3719138e-05,0.0,3.371913771843538e-05
10125152,0.0,0.0,0.0,0.0,0.0,0.0,0.0010658268351590465,6.4446765e-05,0.0,6.444676546379924e-05
10125822,0.25,0.14285714285714285,0.0,0.3333333333333333,0.3333333333333333,0.537807881773399,0.1221009812876848,0.32446253,0.14285714285714285,0.32446253299713135
10130032,0.0,0.0,0.0,0.0,0.0,0.0,0.006748295405538875,0.00047685837,0.0,0.00047685837489552796
10138132,0.0,0.0,0.0,0.0,0.0,0.7877262443438914,0.1161755557344963,0.10370221,0.0,0.10370220988988876
10144442,0.0,0.0,0.0,0.0,0.0,0.1148584905660377,0.0032109159553097193,0.014113437,0.0,0.01411343738436699
10166632,0.0,0.0,0.0,0.0,0.0,0.5955818965517241,0.00014000077388104867,0.07203897,0.0,0.07203897088766098
10214802,0.0,0.0,0.0,0.0,0.0,0.0,0.004441620106391529,0.00030944878,0.0,0.0003094487765338272
10241462,0.0,0.0,0.0,0.0,0.0,0.0,0.0029645917716545323,0.00020225179,0.0,0.00020225178741384298
10241802,0.0,0.0,0.0,0.0,0.0,0.7256578947368421,0.0002676242218135059,0.08778226,0.0,0.08778225630521774
10263662,0.0,0.0,0.0,0.0,0.0,0.0,0.012569077700946691,0.00089930824,0.0,0.0008993082446977496
10270072,0.0,0.0,0.0,0.0,0.0,0.0,0.012053490483241495,0.0008618889,0.0,0.0008618889260105789
10270872,0.0,0.0,0.0,0.0,0.0,0.0,0.0011216951598975737,6.8501475e-05,0.0,6.850147474324331e-05
10284152,0.25,0.2857142857142857,0.0,0.0,0.0,0.6672872340425532,0.053884034575974224,0.28333336,0.2857142857142857,0.28333336114883423
1032291,0.25,0.2857142857142857,0.0,0.0,0.0,0.6672872340425532,0.053878028199062504,0.28333294,0.2857142857142857,0.2833329439163208
10326,0.0,0.0,0.0,0.0,0.0,0.7256578947368421,0.016247890704809018,0.08894204,0.0,0.0889420434832573
