node_id,ris_score,fair_ris_score,shortfall_gain,mf_gain_score,weakest_group_gain,community_diversity_score,spread_proxy_score,combined_fairness_gain,fairness_ris_score,label_score
1007,0.5833333333333334,0.6,0.0,0.33333333333333337,0.33333333333333337,0.5986909090909089,0.5232895035266786,0.5625179,0.6,0.5625178813934326
1009,0.4166666666666667,0.39999999999999997,0.0,0.16666666666666669,0.16666666666666669,0.3449600000000002,0.43712217593824215,0.3615489,0.39999999999999997,0.36154890060424805
1025,0.16666666666666666,0.19999999999999998,0.0,0.16666666666666669,0.16666666666666669,0.5986909090909089,0.14218354238828293,0.23475079,0.19999999999999998,0.23475079238414764
1048,0.25,0.19999999999999998,0.0,0.0,0.0,0.034844444444444525,0.46779309826402465,0.16200197,0.19999999999999998,0.16200196743011475
1049,0.3333333333333333,0.4666666666666666,0.0,0.5,0.5,0.3449600000000002,0.34519194463641034,0.4698554,0.4666666666666666,0.469855397939682
1074,0.16666666666666666,0.2666666666666666,0.0,0.33333333333333337,0.33333333333333337,0.16680851063829763,0.22759082470951306,0.27476585,0.2666666666666666,0.27476584911346436
1092,0.4166666666666667,0.39999999999999997,0.0,0.16666666666666669,0.16666666666666669,0.9555,0.3615792750069557,0.42013803,0.39999999999999997,0.42013803124427795
1097,0.4166666666666667,0.39999999999999997,0.0,0.16666666666666669,0.16666666666666669,0.3449600000000002,0.3485150885847817,0.356038,0.39999999999999997,0.35603800415992737
11,0.16666666666666666,0.1333333333333333,0.0,0.0,0.0,0.7572727272727272,0.2706709588276645,0.17970905,0.1333333333333333,0.1797090470790863
1119,0.25,0.19999999999999998,0.0,0.0,0.0,0.034844444444444525,0.34652461012960967,0.15445969,0.19999999999999998,0.15445968508720398
1131,0.3333333333333333,0.2666666666666666,0.0,0.0,0.0,0.5986909090909089,0.2616923056697159,0.25254947,0.2666666666666666,0.2525494694709778
1137,0.4166666666666667,0.39999999999999997,0.0,0.16666666666666669,0.16666666666666669,1.0,0.469634079575113,0.4314713,0.39999999999999997,0.4314712882041931
1138,0.25,0.2666666666666666,0.0,0.16666666666666669,0.16666666666666669,0.5986909090909089,0.36714216497351626,0.29366067,0.2666666666666666,0.2936606705188751
1155,0.16666666666666666,0.2666666666666666,0.0,0.33333333333333337,0.33333333333333337,0.16680851063829763,0.19452203669318532,0.27270913,0.2666666666666666,0.2727091312408447
1159,0.5833333333333334,0.5333333333333332,0.0,0.16666666666666669,0.16666666666666669,0.9091063829787233,0.47439128337152703,0.5121824,0.5333333333333332,0.5121824145317078
1175,0.4166666666666667,0.3333333333333333,0.0,0.0,0.0,0.5986909090909089,0.47516472898355394,0.31074494,0.3333333333333333,0.3107449412345886
1190,0.3333333333333333,0.2666666666666666,0.0,0.0,0.0,0.034844444444444525,0.27745833513785306,0.19508268,0.2666666666666666,0.1950826793909073
1197,0.5833333333333334,0.5333333333333332,0.0,0.16666666666666669,0.16666666666666669,1.0,0.2567039040074647,0.5080653,0.5333333333333332,0.5080652832984924
1198,0.3333333333333333,0.4666666666666666,0.0,0.5,0.5,0.0,0.29431688011082663,0.43093327,0.4666666666666666,0.43093326687812805
12,0.3333333333333333,0.2666666666666666,0.0,0.0,0.0,0.9555,0.32289328421986924,0.29334205,0.2666666666666666,0.29334205389022827
